Country,Code,ContinentCode,Year,Gini income inequality index
North Macedonia,MKD,EU,2014,35.2
North Macedonia,MKD,EU,2015,35.6
North Macedonia,MKD,EU,2016,34.5
North Macedonia,MKD,EU,2017,34.2
North Macedonia,MKD,EU,2018,33
North Macedonia,MKD,EU,2019,33.5
Norway,NOR,EU,1979,26.9
Norway,NOR,EU,1986,24.6
Norway,NOR,EU,1991,25.2
Norway,NOR,EU,1995,26
Norway,NOR,EU,2000,27.4
Norway,NOR,EU,2003,27.6
Norway,NOR,EU,2004,31.6
Norway,NOR,EU,2005,30.6
Norway,NOR,EU,2006,26.4
Norway,NOR,EU,2007,27.1
Norway,NOR,EU,2008,27
Norway,NOR,EU,2009,26.2
Norway,NOR,EU,2010,25.7
Norway,NOR,EU,2011,25.3
Norway,NOR,EU,2012,25.7
Norway,NOR,EU,2013,26.4
Norway,NOR,EU,2014,26.8
Norway,NOR,EU,2015,27.5
Norway,NOR,EU,2016,28.5
Norway,NOR,EU,2017,27
Norway,NOR,EU,2018,27.6
Norway,NOR,EU,2019,27.7
Pakistan,PAK,AS,1987,33.3
Pakistan,PAK,AS,1990,33.2
Pakistan,PAK,AS,1996,28.7
Pakistan,PAK,AS,1998,33.1
Pakistan,PAK,AS,2001,28.7
Pakistan,PAK,AS,2004,30.9
Pakistan,PAK,AS,2005,31.3
Pakistan,PAK,AS,2007,29.7
Pakistan,PAK,AS,2010,28.8
Pakistan,PAK,AS,2011,29.7
Pakistan,PAK,AS,2013,29.5
Pakistan,PAK,AS,2015,31.3
Pakistan,PAK,AS,2018,29.6
Palestine,PS,AS,2004,34
Palestine,PS,AS,2005,34.7
Palestine,PS,AS,2006,34
Palestine,PS,AS,2007,35.6
Palestine,PS,AS,2009,34.5
Palestine,PS,AS,2010,35.3
Palestine,PS,AS,2011,34.4
Palestine,PS,AS,2016,33.7
Panama,PAN,NA,1979,48.7
Panama,PAN,NA,1989,58.9
Panama,PAN,NA,1991,58.2
Panama,PAN,NA,1995,57.8
Panama,PAN,NA,1997,58.2
Panama,PAN,NA,1998,57.5
Panama,PAN,NA,1999,56.5
Panama,PAN,NA,2000,56.6
Panama,PAN,NA,2001,56.7
Panama,PAN,NA,2002,56.1
Panama,PAN,NA,2003,55.7
Panama,PAN,NA,2004,54.8
Panama,PAN,NA,2005,53.8
Panama,PAN,NA,2006,54.6
Panama,PAN,NA,2007,52.7
Panama,PAN,NA,2008,52.7
Panama,PAN,NA,2009,51.8
Panama,PAN,NA,2010,51.6
Panama,PAN,NA,2011,51.3
Panama,PAN,NA,2012,51.7
Panama,PAN,NA,2013,51.5
Panama,PAN,NA,2014,50.5
Panama,PAN,NA,2015,50.8
Panama,PAN,NA,2016,50.4
Panama,PAN,NA,2017,49.9
Panama,PAN,NA,2018,49.2
Panama,PAN,NA,2019,49.8
Panama,PAN,NA,2021,50.9
Papua New Guinea,PNG,OC,1996,45.8
Papua New Guinea,PNG,OC,2009,41.9
Paraguay,PRY,SA,1990,40.8
Paraguay,PRY,SA,1995,58.2
Paraguay,PRY,SA,1997,54.9
Paraguay,PRY,SA,1999,54.6
Paraguay,PRY,SA,2001,54.6
Paraguay,PRY,SA,2002,57.3
Paraguay,PRY,SA,2003,54.9
Paraguay,PRY,SA,2004,52.3
Paraguay,PRY,SA,2005,51.4
Paraguay,PRY,SA,2006,53
Paraguay,PRY,SA,2007,53
Paraguay,PRY,SA,2008,50.7
Paraguay,PRY,SA,2009,49.1
Paraguay,PRY,SA,2010,51
Paraguay,PRY,SA,2011,52.3
Paraguay,PRY,SA,2012,47.6
Paraguay,PRY,SA,2013,47.9
Paraguay,PRY,SA,2014,50.7
Paraguay,PRY,SA,2015,47.6
Paraguay,PRY,SA,2016,47.9
Paraguay,PRY,SA,2017,48.5
Paraguay,PRY,SA,2018,46
Paraguay,PRY,SA,2019,45.7
Paraguay,PRY,SA,2020,43.5
Paraguay,PRY,SA,2021,42.9
Paraguay,PRY,SA,2022,45.1
Peru,PER,SA,1997,53.3
Peru,PER,SA,1998,55.1
Peru,PER,SA,1999,54.8
Peru,PER,SA,2000,49.1
Peru,PER,SA,2001,51.3
Peru,PER,SA,2002,53.6
Peru,PER,SA,2003,53.1
Peru,PER,SA,2004,49.9
Peru,PER,SA,2005,50.5
Peru,PER,SA,2006,50.3
Peru,PER,SA,2007,50
Peru,PER,SA,2008,47.5
Peru,PER,SA,2009,47
Peru,PER,SA,2010,45.5
Peru,PER,SA,2011,44.7
Peru,PER,SA,2012,44.4
Peru,PER,SA,2013,43.9
Peru,PER,SA,2014,43.1
Peru,PER,SA,2015,43.4
Peru,PER,SA,2016,43.6
Peru,PER,SA,2017,43.3
Peru,PER,SA,2018,42.4
Peru,PER,SA,2019,41.6
Peru,PER,SA,2020,43.8
Peru,PER,SA,2021,40.2
Philippines,PHL,AS,2000,47.7
Philippines,PHL,AS,2003,46.6
Philippines,PHL,AS,2006,47.2
Philippines,PHL,AS,2009,46.3
Philippines,PHL,AS,2012,46.5
Philippines,PHL,AS,2015,44.6
Philippines,PHL,AS,2018,42.3
Philippines,PHL,AS,2021,40.7
Poland,POL,EU,2004,38
Poland,POL,EU,2005,35.8
Poland,POL,EU,2006,34.7
Poland,POL,EU,2007,34
Poland,POL,EU,2008,33.5
Poland,POL,EU,2009,33.4
Poland,POL,EU,2010,33.2
Poland,POL,EU,2011,33.2
Poland,POL,EU,2012,33
Poland,POL,EU,2013,33.1
Poland,POL,EU,2014,32.8
Poland,POL,EU,2015,31.8
Poland,POL,EU,2016,31.2
Poland,POL,EU,2017,29.7
Poland,POL,EU,2018,30.2
Poland,POL,EU,2019,28.8
Portugal,PRT,EU,2003,38.8
Portugal,PRT,EU,2004,38.9
Portugal,PRT,EU,2005,38.5
Portugal,PRT,EU,2006,38.1
Portugal,PRT,EU,2007,36.8
Portugal,PRT,EU,2008,36.6
Portugal,PRT,EU,2009,34.9
Portugal,PRT,EU,2010,35.8
Portugal,PRT,EU,2011,36.3
Portugal,PRT,EU,2012,36
Portugal,PRT,EU,2013,36.2
Portugal,PRT,EU,2014,35.6
Portugal,PRT,EU,2015,35.5
Portugal,PRT,EU,2016,35.2
Portugal,PRT,EU,2017,33.8
Portugal,PRT,EU,2018,33.5
Portugal,PRT,EU,2019,32.8
Portugal,PRT,EU,2020,34.7
Republic of the Congo,COG,AF,2005,47.3
Republic of the Congo,COG,AF,2011,48.9
Romania,ROU,EU,2006,39.6
Romania,ROU,EU,2007,37.5
Romania,ROU,EU,2008,36.4
Romania,ROU,EU,2009,35.6
Romania,ROU,EU,2010,35.5
Romania,ROU,EU,2011,35.9
Romania,ROU,EU,2012,36.5
Romania,ROU,EU,2013,36.9
Romania,ROU,EU,2014,36
Romania,ROU,EU,2015,35.9
Romania,ROU,EU,2016,34.4
Romania,ROU,EU,2017,36
Romania,ROU,EU,2018,35.8
Romania,ROU,EU,2019,34.8
Romania,ROU,EU,2020,34.6
Russia,RUS,EU,1997,38.4
Russia,RUS,EU,1998,38.1
Russia,RUS,EU,1999,37.4
Russia,RUS,EU,2000,37.1
Russia,RUS,EU,2001,36.9
Russia,RUS,EU,2002,37.3
Russia,RUS,EU,2003,40
Russia,RUS,EU,2004,40.3
Russia,RUS,EU,2005,41.3
Russia,RUS,EU,2006,41
Russia,RUS,EU,2007,42.3
Russia,RUS,EU,2008,41.6
Russia,RUS,EU,2009,39.8
Russia,RUS,EU,2010,39.5
Russia,RUS,EU,2011,39.7
Russia,RUS,EU,2012,40.7
Russia,RUS,EU,2013,40.9
Russia,RUS,EU,2014,39.9
Russia,RUS,EU,2015,37.7
Russia,RUS,EU,2016,36.8
Russia,RUS,EU,2017,37.2
Russia,RUS,EU,2018,37.5
Russia,RUS,EU,2019,37.7
Russia,RUS,EU,2020,36
Rwanda,RWA,AF,2000,48.5
Rwanda,RWA,AF,2005,52
Rwanda,RWA,AF,2010,47.2
Rwanda,RWA,AF,2013,45.1
Rwanda,RWA,AF,2016,43.7
Saint Lucia,LCA,NA,1995,42.6
Saint Lucia,LCA,NA,2016,51.2
Samoa,WSM,OC,2002,40.7
Samoa,WSM,OC,2008,42
Samoa,WSM,OC,2013,38.7
Sao Tome and Principe,STP,AF,2000,32.1
Sao Tome and Principe,STP,AF,2010,30.8
Sao Tome and Principe,STP,AF,2017,40.7
Senegal,SEN,AF,1991,54.1
Senegal,SEN,AF,1994,41.4
Senegal,SEN,AF,2001,41.2
Senegal,SEN,AF,2005,39.2
Senegal,SEN,AF,2011,40.3
Senegal,SEN,AF,2018,38.3
Serbia,SRB,EU,2012,39.9
Serbia,SRB,EU,2013,39.5
Serbia,SRB,EU,2014,40.5
Serbia,SRB,EU,2015,40.5
Serbia,SRB,EU,2016,38.8
Serbia,SRB,EU,2017,36.2
Serbia,SRB,EU,2018,35
Serbia,SRB,EU,2019,34.5
Serbia,SRB,EU,2020,35
Seychelles,SYC,AF,2013,46.8
Seychelles,SYC,AF,2018,32.1
Sierra Leone,SLE,AF,2003,40.2
Sierra Leone,SLE,AF,2011,34
Sierra Leone,SLE,AF,2018,35.7
Slovakia,SVK,EU,2004,27.1
Slovakia,SVK,EU,2005,29.3
Slovakia,SVK,EU,2006,25.8
Slovakia,SVK,EU,2007,24.7
Slovakia,SVK,EU,2008,26
Slovakia,SVK,EU,2009,27.2
Slovakia,SVK,EU,2010,27.3
Slovakia,SVK,EU,2011,26.5
Slovakia,SVK,EU,2012,26.1
Slovakia,SVK,EU,2013,28.1
Slovakia,SVK,EU,2014,26.1
Slovakia,SVK,EU,2015,26.5
Slovakia,SVK,EU,2016,25.2
Slovakia,SVK,EU,2017,23.2
Slovakia,SVK,EU,2018,25
Slovakia,SVK,EU,2019,23.2
Slovenia,SVN,EU,2004,24.8
Slovenia,SVN,EU,2005,24.6
Slovenia,SVN,EU,2006,24.4
Slovenia,SVN,EU,2007,24.4
Slovenia,SVN,EU,2008,23.7
Slovenia,SVN,EU,2009,24.8
Slovenia,SVN,EU,2010,24.9
Slovenia,SVN,EU,2011,24.9
Slovenia,SVN,EU,2012,25.6
Slovenia,SVN,EU,2013,26.2
Slovenia,SVN,EU,2014,25.7
Slovenia,SVN,EU,2015,25.4
Slovenia,SVN,EU,2016,24.8
Slovenia,SVN,EU,2017,24.2
Slovenia,SVN,EU,2018,24.6
Slovenia,SVN,EU,2019,24.4
Slovenia,SVN,EU,2020,24
Solomon Islands,SLB,OC,2005,46.1
Solomon Islands,SLB,OC,2012,37.1
South Africa,ZAF,AF,1993,59.3
South Africa,ZAF,AF,2000,57.8
South Africa,ZAF,AF,2005,64.8
South Africa,ZAF,AF,2008,63
South Africa,ZAF,AF,2010,63.4
South Africa,ZAF,AF,2014,63
South Korea,KOR,AS,2006,31.7
South Korea,KOR,AS,2008,32.3
South Korea,KOR,AS,2010,32
South Korea,KOR,AS,2012,31.6
South Korea,KOR,AS,2014,31.2
South Korea,KOR,AS,2016,31.4
Spain,ESP,EU,1980,34.5
Spain,ESP,EU,1985,34.4
Spain,ESP,EU,1990,32
Spain,ESP,EU,1993,35.7
Spain,ESP,EU,1994,35.1
Spain,ESP,EU,1995,35.7
Spain,ESP,EU,1996,36.5
Spain,ESP,EU,1997,35.3
Spain,ESP,EU,1998,34.6
Spain,ESP,EU,1999,33.8
Spain,ESP,EU,2000,34.1
Spain,ESP,EU,2003,31.8
Spain,ESP,EU,2004,33.3
Spain,ESP,EU,2005,32.4
Spain,ESP,EU,2006,33.5
Spain,ESP,EU,2007,34.1
Spain,ESP,EU,2008,34.2
Spain,ESP,EU,2009,34.9
Spain,ESP,EU,2010,35.2
Spain,ESP,EU,2011,35.7
Spain,ESP,EU,2012,35.4
Spain,ESP,EU,2013,36.2
Spain,ESP,EU,2014,36.1
Spain,ESP,EU,2015,36.2
Spain,ESP,EU,2016,35.8
Spain,ESP,EU,2017,34.7
Spain,ESP,EU,2018,34.7
Spain,ESP,EU,2019,34.3
Spain,ESP,EU,2020,34.9
Sri Lanka,LKA,AS,1985,32.5
Sri Lanka,LKA,AS,1990,32.4
Sri Lanka,LKA,AS,1995,35.4
Sri Lanka,LKA,AS,2002,40.2
Sri Lanka,LKA,AS,2006,39.7
Sri Lanka,LKA,AS,2009,36.1
Sri Lanka,LKA,AS,2012,38.7
Sri Lanka,LKA,AS,2016,39.3
Sri Lanka,LKA,AS,2019,37.7
Sudan,SDN,AF,2009,35.4
Sudan,SDN,AF,2014,34.2
Suriname,SUR,SA,1999,57.9
Swaziland,SWZ,AF,1994,60.5
Swaziland,SWZ,AF,2000,53.1
Swaziland,SWZ,AF,2009,51.5
Swaziland,SWZ,AF,2016,54.6
Sweden,SWE,EU,1975,24.3
Sweden,SWE,EU,1981,22.9
Sweden,SWE,EU,1987,23.1
Sweden,SWE,EU,1992,24.9
Sweden,SWE,EU,1995,25.2
Sweden,SWE,EU,2000,27.2
Sweden,SWE,EU,2002,25.8
Sweden,SWE,EU,2003,25.3
Sweden,SWE,EU,2004,26.1
Sweden,SWE,EU,2005,26.8
Sweden,SWE,EU,2006,26.4
Sweden,SWE,EU,2007,27.1
Sweden,SWE,EU,2008,28.1
Sweden,SWE,EU,2009,27.3
Sweden,SWE,EU,2010,27.7
Sweden,SWE,EU,2011,27.6
Sweden,SWE,EU,2012,27.6
Sweden,SWE,EU,2013,28.8
Sweden,SWE,EU,2014,28.4
Sweden,SWE,EU,2015,29.2
Sweden,SWE,EU,2016,29.6
Sweden,SWE,EU,2017,28.8
Sweden,SWE,EU,2018,30
Sweden,SWE,EU,2019,29.3
Sweden,SWE,EU,2020,28.9
Switzerland,CHE,EU,1982,36
Switzerland,CHE,EU,1992,33.9
Switzerland,CHE,EU,2000,33.4
Switzerland,CHE,EU,2002,31.7
Switzerland,CHE,EU,2006,33.9
Switzerland,CHE,EU,2007,34.3
Switzerland,CHE,EU,2008,33.8
Switzerland,CHE,EU,2009,32.9
Switzerland,CHE,EU,2010,32.6
Switzerland,CHE,EU,2011,31.7
Switzerland,CHE,EU,2012,31.6
Switzerland,CHE,EU,2013,32.5
Switzerland,CHE,EU,2014,32.5
Switzerland,CHE,EU,2015,32.3
Switzerland,CHE,EU,2016,33
Switzerland,CHE,EU,2017,32.7
Switzerland,CHE,EU,2018,33.1
Syria,SYR,AS,1996,35.2
Syria,SYR,AS,2003,37.5
Tajikistan,TJK,AS,1999,29.5
Tajikistan,TJK,AS,2003,32.7
Tajikistan,TJK,AS,2004,33.6
Tajikistan,TJK,AS,2007,32.2
Tajikistan,TJK,AS,2009,30.8
Tajikistan,TJK,AS,2015,34
Tanzania,TZA,AF,1991,35.3
Tanzania,TZA,AF,2000,37.3
Tanzania,TZA,AF,2007,40.3
Tanzania,TZA,AF,2011,37.8
Tanzania,TZA,AF,2018,40.5
Thailand,THA,AS,1981,45.2
Thailand,THA,AS,1988,43.8
Thailand,THA,AS,1990,45.3
Thailand,THA,AS,1992,47.9
Thailand,THA,AS,1994,43.5
Thailand,THA,AS,1996,42.9
Thailand,THA,AS,1998,41.5
Thailand,THA,AS,1999,43.1
Thailand,THA,AS,2000,42.8
Thailand,THA,AS,2002,41.9
Thailand,THA,AS,2004,42.5
Thailand,THA,AS,2006,41.8
Thailand,THA,AS,2007,39.8
Thailand,THA,AS,2008,40.3
Thailand,THA,AS,2009,39.6
Thailand,THA,AS,2010,39.4
Thailand,THA,AS,2011,37.5
Thailand,THA,AS,2012,39.3
Thailand,THA,AS,2013,37.8
Thailand,THA,AS,2014,37
Thailand,THA,AS,2015,36
Thailand,THA,AS,2016,36.9
Thailand,THA,AS,2017,36.5
Thailand,THA,AS,2018,36.4
Thailand,THA,AS,2019,34.9
Thailand,THA,AS,2020,35
Thailand,THA,AS,2021,35.1
Togo,TGO,AF,2006,42.2
Togo,TGO,AF,2011,46
Togo,TGO,AF,2015,43.1
Togo,TGO,AF,2018,42.5
Tonga,TON,OC,2000,37.7
Tonga,TON,OC,2009,37.5
Tonga,TON,OC,2015,33.5
Trinidad and Tobago,TTO,NA,1988,42.6
Trinidad and Tobago,TTO,NA,1992,40.3
Tunisia,TUN,AF,1985,43.4
Tunisia,TUN,AF,1990,40.2
Tunisia,TUN,AF,1995,41.7
Tunisia,TUN,AF,2000,40.8
Tunisia,TUN,AF,2005,37.7
Tunisia,TUN,AF,2010,35.8
Tunisia,TUN,AF,2015,32.8
Turkey,TUR,EU,1987,43.5
Turkey,TUR,EU,1994,41.3
Turkey,TUR,EU,2002,41.4
Turkey,TUR,EU,2003,42.2
Turkey,TUR,EU,2004,41.3
Turkey,TUR,EU,2005,42.6
Turkey,TUR,EU,2006,39.6
Turkey,TUR,EU,2007,38.4
Turkey,TUR,EU,2008,39
Turkey,TUR,EU,2009,39
Turkey,TUR,EU,2010,38.8
Turkey,TUR,EU,2011,40
Turkey,TUR,EU,2012,40.2
Turkey,TUR,EU,2013,40.2
Turkey,TUR,EU,2014,41.2
Turkey,TUR,EU,2015,42.9
Turkey,TUR,EU,2016,41.9
Turkey,TUR,EU,2017,41.4
Turkey,TUR,EU,2018,41.9
Turkey,TUR,EU,2019,41.9
Turkmenistan,TKM,AS,1998,40.8
Tuvalu,TUV,OC,2010,39.1
Uganda,UGA,AF,1989,44.4
Uganda,UGA,AF,1992,41.4
Uganda,UGA,AF,1996,39
Uganda,UGA,AF,1999,43
Uganda,UGA,AF,2002,45.2
Uganda,UGA,AF,2005,42.9
Uganda,UGA,AF,2009,44.2
Uganda,UGA,AF,2012,41
Uganda,UGA,AF,2016,42.8
Uganda,UGA,AF,2019,42.7
Ukraine,UKR,EU,1992,29.7
Ukraine,UKR,EU,1993,28.9
Ukraine,UKR,EU,1995,39.3
Ukraine,UKR,EU,1996,35.2
Ukraine,UKR,EU,2002,29
Ukraine,UKR,EU,2003,28.7
Ukraine,UKR,EU,2004,28.9
Ukraine,UKR,EU,2005,29
Ukraine,UKR,EU,2006,29.8
Ukraine,UKR,EU,2007,27
Ukraine,UKR,EU,2008,26.6
Ukraine,UKR,EU,2009,25.3
Ukraine,UKR,EU,2010,24.8
Ukraine,UKR,EU,2011,24.6
Ukraine,UKR,EU,2012,24.7
Ukraine,UKR,EU,2013,24.6
Ukraine,UKR,EU,2014,24
Ukraine,UKR,EU,2015,25.5
Ukraine,UKR,EU,2016,25
Ukraine,UKR,EU,2017,26
Ukraine,UKR,EU,2018,26.1
Ukraine,UKR,EU,2019,26.6
Ukraine,UKR,EU,2020,25.6
United Arab Emirates,ARE,AS,2013,32.5
United Arab Emirates,ARE,AS,2018,26
United Kingdom,GBR,EU,1968,26.8
United Kingdom,GBR,EU,1969,27.9
United Kingdom,GBR,EU,1970,28
United Kingdom,GBR,EU,1971,29.3
United Kingdom,GBR,EU,1972,28.8
United Kingdom,GBR,EU,1973,28.8
United Kingdom,GBR,EU,1974,29
United Kingdom,GBR,EU,1975,27.9
United Kingdom,GBR,EU,1976,27.6
United Kingdom,GBR,EU,1977,27.1
United Kingdom,GBR,EU,1978,27.2
United Kingdom,GBR,EU,1979,27.4
United Kingdom,GBR,EU,1980,28.5
United Kingdom,GBR,EU,1981,29.7
United Kingdom,GBR,EU,1982,29.9
United Kingdom,GBR,EU,1983,29.8
United Kingdom,GBR,EU,1984,29.2
United Kingdom,GBR,EU,1985,30.4
United Kingdom,GBR,EU,1986,31.9
United Kingdom,GBR,EU,1987,33.9
United Kingdom,GBR,EU,1988,34.3
United Kingdom,GBR,EU,1989,33.4
United Kingdom,GBR,EU,1990,35.7
United Kingdom,GBR,EU,1991,35
United Kingdom,GBR,EU,1992,35
United Kingdom,GBR,EU,1993,35.1
United Kingdom,GBR,EU,1994,36
United Kingdom,GBR,EU,1995,35.5
United Kingdom,GBR,EU,1996,35.3
United Kingdom,GBR,EU,1997,35.7
United Kingdom,GBR,EU,1998,36.6
United Kingdom,GBR,EU,1999,36.8
United Kingdom,GBR,EU,2000,38.8
United Kingdom,GBR,EU,2001,37.1
United Kingdom,GBR,EU,2002,35.1
United Kingdom,GBR,EU,2003,34.9
United Kingdom,GBR,EU,2004,34.8
United Kingdom,GBR,EU,2005,35.5
United Kingdom,GBR,EU,2006,35.9
United Kingdom,GBR,EU,2007,34.4
United Kingdom,GBR,EU,2008,35.4
United Kingdom,GBR,EU,2009,35.1
United Kingdom,GBR,EU,2010,33.7
United Kingdom,GBR,EU,2011,33.2
United Kingdom,GBR,EU,2012,33.1
United Kingdom,GBR,EU,2013,32.7
United Kingdom,GBR,EU,2014,33.1
United Kingdom,GBR,EU,2015,33.3
United Kingdom,GBR,EU,2016,33.1
United Kingdom,GBR,EU,2017,32.6
United Kingdom,GBR,EU,2018,33.7
United Kingdom,GBR,EU,2019,32.8
United Kingdom,GBR,EU,2020,32.6
Uruguay,URY,SA,2006,45.9
Uruguay,URY,SA,2007,46.4
Uruguay,URY,SA,2008,45.1
Uruguay,URY,SA,2009,45.5
Uruguay,URY,SA,2010,44.5
Uruguay,URY,SA,2011,42.2
Uruguay,URY,SA,2012,39.9
Uruguay,URY,SA,2013,40.5
Uruguay,URY,SA,2014,40.1
Uruguay,URY,SA,2015,40.1
Uruguay,URY,SA,2016,39.7
Uruguay,URY,SA,2017,39.5
Uruguay,URY,SA,2018,39.7
Uruguay,URY,SA,2019,39.7
Uruguay,URY,SA,2020,40.2
Uruguay,URY,SA,2021,40.8
USA,USA,NA,1963,37.6
USA,USA,NA,1964,38.1
USA,USA,NA,1965,37.5
USA,USA,NA,1966,37.8
USA,USA,NA,1967,36.9
USA,USA,NA,1968,36.3
USA,USA,NA,1969,36
USA,USA,NA,1970,36.6
USA,USA,NA,1971,36.9
USA,USA,NA,1972,36.7
USA,USA,NA,1973,36.1
USA,USA,NA,1974,35.5
USA,USA,NA,1975,35.7
USA,USA,NA,1976,35.6
USA,USA,NA,1977,35.5
USA,USA,NA,1978,34.8
USA,USA,NA,1979,34.8
USA,USA,NA,1980,34.7
USA,USA,NA,1981,35.5
USA,USA,NA,1982,36.7
USA,USA,NA,1983,37.3
USA,USA,NA,1984,37.3
USA,USA,NA,1985,37.6
USA,USA,NA,1986,37.6
USA,USA,NA,1987,37.2
USA,USA,NA,1988,37.7
USA,USA,NA,1989,38.2
USA,USA,NA,1990,38.3
USA,USA,NA,1991,38
USA,USA,NA,1992,38.4
USA,USA,NA,1993,40.4
USA,USA,NA,1994,40
USA,USA,NA,1995,39.9
USA,USA,NA,1996,40.3
USA,USA,NA,1997,40.5
USA,USA,NA,1998,40
USA,USA,NA,1999,40
USA,USA,NA,2000,40.1
USA,USA,NA,2001,40.6
USA,USA,NA,2002,40.4
USA,USA,NA,2003,40.8
USA,USA,NA,2004,40.3
USA,USA,NA,2005,41
USA,USA,NA,2006,41.4
USA,USA,NA,2007,40.8
USA,USA,NA,2008,40.8
USA,USA,NA,2009,40.6
USA,USA,NA,2010,40
USA,USA,NA,2011,40.9
USA,USA,NA,2012,40.9
USA,USA,NA,2013,40.7
USA,USA,NA,2014,41.5
USA,USA,NA,2015,41.2
USA,USA,NA,2016,41.1
USA,USA,NA,2017,41.2
USA,USA,NA,2018,41.4
USA,USA,NA,2019,41.5
USA,USA,NA,2020,39.7
USA,USA,NA,2021,39.8
Uzbekistan,UZB,AS,1998,44.7
Uzbekistan,UZB,AS,2000,36.1
Uzbekistan,UZB,AS,2002,33
Uzbekistan,UZB,AS,2003,35.3
Vanuatu,VUT,OC,2010,37.4
Vanuatu,VUT,OC,2019,32.3
Venezuela,VEN,SA,1981,55.6
Venezuela,VEN,SA,1987,53.4
Venezuela,VEN,SA,1989,43.8
Venezuela,VEN,SA,1992,42.1
Venezuela,VEN,SA,1995,47.2
Venezuela,VEN,SA,1998,48.1
Venezuela,VEN,SA,1999,47.8
Venezuela,VEN,SA,2001,47.2
Venezuela,VEN,SA,2002,49
Venezuela,VEN,SA,2003,48.1
Venezuela,VEN,SA,2004,47.5
Venezuela,VEN,SA,2005,49.5
Venezuela,VEN,SA,2006,44.8
Vietnam,VNM,AS,1992,35.7
Vietnam,VNM,AS,1997,35.4
Vietnam,VNM,AS,2002,37
Vietnam,VNM,AS,2004,36.8
Vietnam,VNM,AS,2006,35.8
Vietnam,VNM,AS,2008,35.6
Vietnam,VNM,AS,2010,39.3
Vietnam,VNM,AS,2012,35.6
Vietnam,VNM,AS,2014,34.8
Vietnam,VNM,AS,2016,35.3
Vietnam,VNM,AS,2018,35.7
Vietnam,VNM,AS,2020,36.8
Yemen,YEM,AS,1998,35
Yemen,YEM,AS,2005,34.7
Yemen,YEM,AS,2014,36.7
Zambia,ZMB,AF,1991,60.5
Zambia,ZMB,AF,1993,52.6
Zambia,ZMB,AF,1996,48.3
Zambia,ZMB,AF,1998,49.1
Zambia,ZMB,AF,2002,42.1
Zambia,ZMB,AF,2004,54.3
Zambia,ZMB,AF,2006,54.6
Zambia,ZMB,AF,2010,52
Zambia,ZMB,AF,2015,55.9
Zimbabwe,ZWE,AF,2011,43.2
Zimbabwe,ZWE,AF,2017,44.3
Zimbabwe,ZWE,AF,2019,50.3
